,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
6930,3998,0xb9aeaa3faf6b4c5802313a09adb5e649aebed764,0,90475.02,6788.73,343879.47,2,24,0,3,1,10.009,348.457,64.587,0.03,1.408.466,719.233,0.0,0.0,0.0,26,1.438.465.617,1.550.093.315,0.0,111.627.698,6.0,2.896.642.792,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,259.160.353,4.827.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,None,Livepeer Token
6931,3999,0xb9aee218fc64dcf888a98f165199b3cd625ee73a,0,159.09,1.24,320.67,2,2,0,2,2,15.391.988,85.608.012,50.5,534.652,95.652.496,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6932,4000,0xb9af7006d60b20b5dfc2771d8e4230535992ccb6,0,0.0,8873.76,97611.4,0,11,1,6,0,0.0,324.383,7.560.425,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,8.316.467.531,0.0,8.316.467.531,2.0,401.505.535,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.015.055,2.007.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,BOX Token
6933,4001,0xb9b40a950cf5b9e74408b2edb0c746c4017c8284,0,3126.6,9121.03,111004.98,18,6,0,2,11,0.01,4.208.080.000.000.000,1.305.383,0.0,4.0,600.427,0.0,0.0,0.0,24,1.080.767.711,783.229.699,0.0,-2.975.380.124,11.0,3.097.488.549,3.060.388.549,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,301.845.819,4.424.983.641,0.0,301.845.819,7.650.971.372,0.0,0.0,0.0,4.0,6.0,Bancor,Bancor
6934,4002,0xb9b460ac154005810c7fdb7d94654f8650e508c2,0,20.73,0.0,41.47,2,1,0,1,2,101.0,101.0,101.0,253.498,7.564.915,50.499.475,0.0,0.0,0.0,3,10.099.895,101.0,0.0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6935,4003,0xb9b5aba027f6fa31622d2480246d4f1133aec6b8,0,17.52,0.0,52.55,3,1,0,1,3,101.0,101.0,101.0,1.0,92.782.585,33.665.988,0.0,0.0,0.0,4,1.009.979.647,101.0,0.0,2.035.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6936,4004,0xb9bf4c693022cae968bb9387a7c71cc56367bdf1,0,5.91,15122.74,302573.08,20,20,0,8,1,0.1,10.0,96.404,97.311,10.003.195,962.559,0.0,0.0,0.0,40,1.925.117.681,19.280.808.800.000.000,0.0,29.631.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6937,4005,0xb9c1dacf9a90592cf482a5131142cbf56b546f38,0,17984.96,8615.56,1002958.12,39,35,0,21,23,15,3.6,868.292,0.0,4.0,777.924,0.0,0.0,0.0,74,3.033.902.517,3.039.021.847,0.0,51.193.299.000.000.000,46.0,183007.45,1.042.999.434,0.0,12.0,23.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,90992.0,6.535.980.357,0.0,45000.0,5.794.441.298,0.0,0.0,0.0,10.0,21.0,LuckCash,LuckCash
6938,4006,0xb9c588468bdfd0fb8bb8cfd6cd0acc10bbf495ca,0,88.26,15361.97,462006.45,13,30,0,10,1,157,13.0,1.3501,530.941,12.9988,3.114.684,0.0,0.0,0.0,43,4.049.089.256,4.050.299.626,0.0,12.103.698,1.0,30.548.312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.548,30.548,30.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
6939,4007,0xb9c9080eccfe0ee05acdcd8ae83cbc18a4461d8c,0,0.0,1906.93,192599.63,0,101,1,5,0,0.0,1.000.858,368.554,0.0,0.0,0.0,0.0,0.0,0.0,102,0.0,3.722.391.987,0.0,3.722.391.987,2.0,93.676.777,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,121.855,814.913,468.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
6940,4008,0xb9e2c8ed8c7ddef32dcc32a86f114b35f1052aec,0,160.7,0.84,323.08,2,2,0,2,2,31.357.615.000.000.000,69.642.385,50.5,329.405,100.669.611,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6941,4009,0xb9ef740385e8a30789c3feda51a38fe6f68fa378,0,6.12,13310.0,66580.57,5,5,0,1,5,1.095,11.09,7.433,10.945.280.000.000.000,1.108.958,7.432.552,0.0,0.0,0.0,10,3.716.276.105,37.165,0.0,2.238.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6942,4010,0xb9f4234a06e3a9af41cd629644f733b8450e6f8f,0,201.39,180.13,1727.45,5,4,1,4,3,1,3.134.371,1.579.329,0.0,313.228,1.253.666,0.0,0.0,0.0,10,626.833.174,631.731.646,0.0,4.898.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6943,4011,0xb9f53585a147d7811e978bcffa90658172d42447,0,162.8,0.33,326.25,2,2,0,2,2,3.619.272,6.480.728,50.5,125,100.874.016,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6944,4012,0xb9fb5d9d28b43e6d10f841347dd2935d916a8972,0,5.33,35763.56,321920.07,9,9,0,4,1,265,5.921.858,1.306.318,26.324.200.000.000.000,5.920.895,1.304.759,0.0,0.0,0.0,18,1.174.283.114,1.175.685.751,0.0,1.402.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6945,4013,0xba0974137fbf66a97efb2c0fbf4bf250922dac43,0,0.0,0.0,334495.03,1,1,0,1,1,9.528,9.528,9.528,9.444,9.444,9.444,0.0,0.0,0.0,2,944.437,952.837,0.0,8.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6946,4014,0xba0cf87004d92933037648261d2eb6a8e70c5ec9,0,0.0,68.22,158327.68,0,2321,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322,0.0,0.0,0.0,0.0,5340.0,3.856.577.985,3.856.577.985,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.748.877,107.862.307,12.774.356,0.0,248.532.431,16.616.019,0.0,0.0,0.0,1.0,1.0,Gnosis,Gnosis
6947,4015,0xba122942a354faab7d67ac30fb4f98ec4a9c808f,0,4.86,1316.63,1053227.97,797,797,0,1,1,200.002,982.834,21.158,19.742,981.186,211,0.0,0.0,0.0,1594,1.681.670.931,16.862.936.399.999.900,0.0,462.270.985,3.0,1553031793.0,100.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1553031793.0,776515896.5,100.0,100.0,100.0,0.0,0.0,0.0,1.0,2.0,blockwell.ai KYC Casper Token,https://findtherabbit.me
6948,4016,0xba18f2db55f45ab48e07565e1fcc91c1eaab16db,0,350.81,721.33,425094.65,13,583,0,6,3,50.013,14.288.538,168.764,0.1,20.0,33.934.300.000.000.000,0.0,0.0,0.0,596,4.411.459.139,9.838.967.049,0.0,542.750.791,16.0,1.956.856.271,0.0,0.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.113.031.347,122.303.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,None,Promodl
6949,4017,0xba1bf39cea397595b41ddc33b5f842ad23590c4b,0,0.0,2437.47,319309.1,0,131,1,7,0,0.0,8.208,207.008,0.0,0.0,0.0,0.0,0.0,0.0,132,0.0,2.711.798.897,0.0,2.711.798.897,2.0,1.239.189.291,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,52.379,715.399,619.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
6950,4018,0xba26d2ed599cbe00129734db1894355074b37501,0,0.0,0.0,0.0,0,1,0,1,0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6951,4019,0xba35324cdea3f1df7469b53da02ec94654d0f01a,0,25.37,0.03,76.17,3,2,0,2,3,11.005.967,89.994.033,50.5,4.340.999.999.999.990,56.607.089,33.666.155,0.0,0.0,0.0,5,1.009.984.639,101.0,0.0,1.536.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6952,4020,0xba382d3cf44d1a17cd2bccfead0bb841a7e7e76d,0,0.0,25014.67,200117.38,0,8,1,2,0,0.0,6.6,2.4475,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,19.58,0.0,19.58,2.0,8.798.634.320.000.000,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,75.326,804.537,439.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
6953,4021,0xba39b8a851cb367f7cb4430cfa5d7884d18b87e5,0,0.0,0.0,24.43,1,1,0,1,1,3.995,3.995,3.995,3.993.877,3.993.877,3.993.877,0.0,0.0,0.0,2,3.993.877.056,3.995,0.0,1.122.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6954,4022,0xba4806b5acb965f9cbe665aeb9ca896f1c0aaef7,0,162.63,0.43,326.13,2,2,0,2,2,22.974.836,78.025.164,50.5,940.096,10.005.892,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6955,4023,0xba4d98db3ea557f55f0328ac7a3e2fbf0e96c810,0,15.99,0.0,47.97,3,1,0,1,3,101.0,101.0,101.0,1.0,9.178.055,33.665.988,0.0,0.0,0.0,4,1.009.979.647,101.0,0.0,2.035.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6956,4024,0xba4fc28610d8b2392ce34a1eeaa9c6215640e14c,0,26393.65,0.0,52787.3,2,1,0,1,1,0.15,0.15,0.15,2.928,14.451,73.719,0.0,0.0,0.0,3,147.438,0.15,0.0,2.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6957,4025,0xba560bcb62fa90a8e70a3279ed5079b5925a52d0,0,0.0,56894.54,170683.62,0,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,6.0,24997.8,24997.8,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1001.0,20000.0,8332.6,1001.0,20000.0,8332.6,0.0,0.0,0.0,1.0,1.0,WINGS,WINGS
6958,4026,0xba574935b9b7e13dc8e1f7aab1b04a01dffeca93,0,21.57,0.0,64.7,3,1,0,1,3,101.0,101.0,101.0,8.985.639.999.999.990,96.988.882,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6959,4027,0xba6b3ed577e40dd21b09186fd42a3ee0a454f4e6,0,160.77,0.84,323.22,2,2,0,2,2,2.620.733,7.479.267,50.5,499.454,100.499.562,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6960,4028,0xba72d00c4cceb47e7d22883cfcaf539f34cd2a3f,0,0.0,3836.56,283905.73,0,74,1,4,0,0.0,549.554,113.591,0.0,0.0,0.0,0.0,0.0,0.0,75,0.0,8.405.760.643.999.990,0.0,8.405.760.643.999.990,4.0,4.976.862.896,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.757.877,1.244.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,OmiseGO
6961,4029,0xba7bda675867017e1d01517068c46c4be809150a,0,163765.17,0.0,327530.33,2,1,0,1,2,2.457,2.457,2.457,0.0,508,254,0.0,0.0,0.0,3,50.848,245.744,0.0,194.896,2.0,2.858.609.765,2.858.609.765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.858.609.765,2.858.609.765,2.858.609.765,2.858.609.765,2.858.609.765,2.858.609.765,0.0,0.0,0.0,1.0,1.0,Golem,Golem
6962,4030,0xba7e8bec65d0f190f302a2e2dbf2a43db0177183,0,1.51,0.07,4.67,3,2,0,2,3,525.877.074,1.475.122.926,1000.5,46.846.773,1.545.232.552,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6963,4031,0xba9170bb7a48bb1afd45583e4951b8f1c54882bb,0,0.0,2159.58,226755.65,0,105,1,3,0,0.0,354.629,189.459,0.0,0.0,0.0,0.0,0.0,0.0,106,0.0,1.989.317.093,0.0,1.989.317.093,2.0,1.136.137.219,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,261.568,874.569,5.680.689.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
6964,4032,0xbaa348e17c8540b7fd4429a0f94714278b89f37b,0,3896.28,13188.17,319504.77,38,13,0,10,14,0.0,1.588.535,2.516.769,0.0,10.0,10.040.440.000.000.000,0.0,0.0,0.0,51,3.815.368.626,3.271.799.175,0.0,-5.435.694.507.999.990,25.0,1.225.086.039,9.250.269.907,0.0,2.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.01,5384.38,720.638.846,0.05,5384.38,1.156.283.738,0.0,0.0,0.0,7.0,9.0,Veritaseum,Network
6965,4033,0xbaa3b46fbac6d3382a1e4fffaa85f4cc8932fc35,0,17580.69,14583.23,228144.85,8,6,0,3,7,8.491.471,27.6,18.811.152,0.0,85.260.912,24.764.478,0.0,0.0,0.0,14,1.981.158.248,1.128.669.124,0.0,-8.524.891.238,23.0,2.753.601.309,1.069.084.109,0.0,6.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,157872.0,1.619.765.476,"1,00E-06",712.968.488,1.781.806.849,0.0,0.0,0.0,6.0,14.0,Qtum,Civic
6966,4034,0xbaa60272466dfc0133d82f6a113cc172fabcf3f8,0,2.58,13776.01,55114.37,4,4,0,1,1,140.075,545.964,34.594.899.999.999.900,139.025,544.914,344.899,0.0,0.0,0.0,8,137.959.565,138.379.565,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6967,4035,0xbaa913ab861b41267029e84cf066666c0d92d82b,0,104038.11,6261.31,626632.87,5,17,0,5,3,1.0,30.0,6.444.156,4.0,42.0,2.150.931,0.0,0.0,0.0,22,1.075.465.509,1.095.506.507,0.0,200.409.978,10.0,957.840.722,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,721.988.907,95.784.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,None,Livepeer Token
6968,4036,0xbab66fbb4b2a6f09b06c761a37d416fdde5dfb4c,0,0.0,0.0,1.47,1,1,0,1,1,2.063.412,2.063.412,2.063.412,2.062.153,2.062.153,2.062.153,0.0,0.0,0.0,2,2.062.152.555,206.341.223,0.0,1.259.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6969,4037,0xbab6ab4bf0c18819f03fd441b943e1b936e01837,0,216087.14,0.0,648261.43,3,1,0,1,2,0.3,0.3,0.3,546,0.29,99.745,0.0,0.0,0.0,4,299.234.364,0.3,0.0,7.656.360.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6970,4038,0xbab75d2c31b284320991b743be94b79712937582,0,0.0,0.0,386.23,1,1,0,1,1,0.2,0.2,0.2,19.938,19.938,19.938,0.0,0.0,0.0,2,19.938,0.2,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6971,4039,0xbabb00c384a61c0296bcb331064cab6268f1bbc4,0,22.57,0.0,67.7,3,1,0,1,3,101.0,101.0,101.0,5.0,75.017.354,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6972,4040,0xbac365652aac7c784ec404dd5fadcf3d460b516e,0,0.0,9499.33,132990.6,0,14,1,5,0,0.0,13.376.025,3.650.822,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,5.111.151.418,0.0,5.111.151.418,2.0,551.018.676,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,510.187,5.0,2.755.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,BOX Token
6973,4041,0xbac4859eec47ba6389b0a5e16a080d606af6ecff,0,6.45,45504.17,227559.53,6,5,0,4,2,75,70.995,22.370.605,0.0,70.994,18.640.489,0.0,0.0,0.0,11,1.118.429.336,11.185.302.450.000.000,0.0,10.090.856,2.0,7.030.626.698,7.030.626.698,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,70.306.267,70.306.267,70.306.267,70.306.267,70.306.267,70.306.267,0.0,0.0,0.0,1.0,1.0,OmiseGO,OmiseGO
6974,4042,0xbac9ac2544a993125e6d81446429397f1901ebb8,0,730.95,26325.58,746759.15,591,12,0,5,13,0.0,999.99,157.556.586,0.0,1720.0,75.070.770.000.000.000,0.0,0.0,0.0,603,443.668.278,1.890.679.032,0.0,-2.546.003.748,14.0,2.112.180.621,210.784.484,0.0,2.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,100000.0,1.920.164.201,10.0,209990.0,7.026.149.466,0.0,0.0,0.0,1.0,8.0,Covesting,Covesting
6975,4043,0xbacd3d43954f27320c36fde22c9164f9cdb232c0,0,24.9,14555.53,29160.87,2,2,0,2,1,1.684.135,5.0,3.342.068,16.691.349.999.999.900,4.996.643,3.332.889,0.0,0.0,0.0,4,666.577.835,668.413.545,0.0,183.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6976,4044,0xbad94c752f35b2205fd9f71feb6ec9a637315b07,0,32421.55,12088.79,1008322.95,5,70,0,3,2,3,131.415,97.411,0.0,5.916.471,136.332,0.0,0.0,0.0,75,6.816.599.776,6.818.789.776,0.0,219,2.0,375.544.826,375.544.826,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,375.545,375.545,375.545,375.545,375.545,375.545,0.0,0.0,0.0,1.0,1.0,OmiseGO,OmiseGO
6977,4045,0xbae299ae2caede236cc3a1e27d60e021a4e39c09,0,20.25,0.0,60.75,3,1,0,1,3,101.0,101.0,101.0,2.0,5.343.318.299.999.990,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6978,4046,0xbae47f19c5d48210c74d958dc34f38466081dac3,0,52.19,94.97,31593.25,165,242,0,17,152,35.380.000.000.000.000,25.373.133,239.596,0.0,236.485.322,3.513.782,0.0,0.0,0.0,407,5.797.740.131,5.798.222.944,0.0,48.281.319,7.0,1.337.521.873,1.337.521.873,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,9.875,1.280.473.881,334.380.468,22.329.125,1.280.473.881,44.584.062.400.000.000,0.0,0.0,0.0,2.0,2.0,Golem,Golem
6979,4047,0xbaf1478a02f12605711a68460b11496deeb0a97f,0,15815.12,2276.25,520097.3,29,27,0,6,14,99,75.495,1.718.927,0.0,112.0,18.012.931,0.0,0.0,0.0,56,522.375,4.641.103,0.0,-582.647,30.0,4.149.622.584,242051.29,0.0,5.0,15.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.071.323.328,172.900.941,200.0,156326.0,4.034.188.167,0.0,0.0,0.0,4.0,19.0,SIGMA,SONM
6980,4048,0xbaf1e9cca2f0ebb7e116508f39afd8e730e23e45,0,8682.11,2453.79,728358.93,74,35,0,5,41,152,16.495,6.509.991,0.0,20.2,3.148.239,0.0,0.0,0.0,109,2.329.697.068,2.278.496.771,0.0,-5.120.029.624,79.0,2.229.994.399,3.026.750.865,0.0,2.0,29.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,73600.0,3.054.786.848,0.0,2.017.381.535,5.044.584.774,0.0,0.0,0.0,3.0,41.0,EOS,EOS
6981,4049,0xbb05d98145d5b16427171def741d9d2a0a7b8b9c,0,94.65,23029.97,554517.68,19,24,0,5,1,10.122,12.718.406,1.290.899,507.842,12.716.885,1.628.969,0.0,0.0,0.0,43,3.095.040.521,3.098.156.902,0.0,31.163.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6982,4050,0xbb06461b3357c387ec6fc733c5196c9ed1a7e93d,0,160.97,0.63,323.22,2,2,0,2,2,46.775.706,5.422.429.399.999.990,50.5,4.903,100.508.716,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6983,4051,0xbb128f1fd2c428c1f087e3ce26d2b56cfc389ce1,0,162.92,213.73,1292.87,4,3,0,1,2,0.05,2.0,0.75,2.0,2.2,02.05,0.0,0.0,0.0,7,8.2,2.25,0.0,-5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6984,4052,0xbb183b135ec472709f5a2b6b6341e9b793c0e49d,0,0.0,0.0,50.38,1,1,0,1,1,87.559,87.559,87.559,86.512,86.512,86.512,0.0,0.0,0.0,2,8.651.204.300.000.000,87.559,0.0,1.046.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6985,4053,0xbb1dd2f725620ddb3eee012ef314c24c0d272e21,0,7282.89,2415.24,984936.3,117,55,0,9,41,0.01,299.99,52.571.839,0.0,300.0,24.844.806,0.0,0.0,0.0,172,29.068.423,2.891.451.134,0.0,-1.539.116.619,148.0,2.101.923.872,2.087.283.728,0.0,25.0,41.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,385529.0,2.212.551.444,0.0,740382.0,3.938.271.185,0.0,0.0,0.0,22.0,46.0,Golem,EOS
6986,4054,0xbb1ec8a800586b76317f7dfdff96281ce04fc7bf,0,1544.46,11058.69,318167.58,27,25,0,19,25,206.823,3.0,1.157.363,24.958,2.002.005,1.071.212,0.0,0.0,0.0,52,2.892.272.444,2.893.406.546,0.0,1.134.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6987,4055,0xbb26c562e1d901997985f1a9b7376ba3c2c9ab6d,0,20.69,0.0,62.08,3,1,0,1,3,101.0,101.0,101.0,3.631.517,52.999,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
